geneName,WBID
feh-1,WBGene00001410
fem-1,WBGene00001411
fem-2,WBGene00001412
fem-3,WBGene00001413
fer-1,WBGene00001414
fib-1,WBGene00001423
fis-1,WBGene00001424
fis-2,WBGene00001425
fkb-1,WBGene00001426
fkb-2,WBGene00001427
fkb-3,WBGene00001428
fkb-4,WBGene00001429
fkb-5,WBGene00001430
fkb-6,WBGene00001431
fkb-7,WBGene00001432
fkb-8,WBGene00001433
fkh-2,WBGene00001434
fkh-3,WBGene00001435
fkh-4,WBGene00001436
fkh-5,WBGene00001437
fkh-6,WBGene00001438
fkh-7,WBGene00001439
fkh-8,WBGene00001440
fkh-9,WBGene00001441
fkh-10,WBGene00001442
fli-1,WBGene00001443
flp-1,WBGene00001444
flp-2,WBGene00001445
flp-3,WBGene00001446
flp-4,WBGene00001447
flp-5,WBGene00001448
flp-6,WBGene00001449
flp-7,WBGene00001450
flp-8,WBGene00001451
flp-9,WBGene00001452
flp-10,WBGene00001453
flp-11,WBGene00001454
flp-12,WBGene00001455
flp-13,WBGene00001456
flp-14,WBGene00001457
flp-15,WBGene00001458
flp-16,WBGene00001459
flp-17,WBGene00001460
flp-18,WBGene00001461
flp-19,WBGene00001462
flp-20,WBGene00001463
flp-21,WBGene00001464
flr-1,WBGene00001465
flr-2,WBGene00001466
flr-4,WBGene00001468
baz-2,WBGene00001470
fmi-1,WBGene00001475
fmo-1,WBGene00001476
fmo-2,WBGene00001477
fmo-3,WBGene00001478
fmo-4,WBGene00001479
fmo-5,WBGene00001480
fog-1,WBGene00001481
fog-2,WBGene00001482
fog-3,WBGene00001483
fox-1,WBGene00001484
fre-1,WBGene00001485
frh-1,WBGene00001486
frk-1,WBGene00001487
frm-1,WBGene00001488
frm-2,WBGene00001489
frm-3,WBGene00001490
frm-4,WBGene00001491
frm-5.1,WBGene00001492
frm-7,WBGene00001493
frm-8,WBGene00001494
frm-9,WBGene00001495
frm-10,WBGene00001496
fars-1,WBGene00001497
fars-3,WBGene00001498
fsn-1,WBGene00001499
ftn-1,WBGene00001500
ftn-2,WBGene00001501
ftt-2,WBGene00001502
fum-1,WBGene00001503
fut-1,WBGene00001505
fut-2,WBGene00001506
fut-4,WBGene00001507
fut-8,WBGene00001508
fzo-1,WBGene00001509
fzr-1,WBGene00001510
fzy-1,WBGene00001511
gab-1,WBGene00001512
gad-1,WBGene00001513
xnd-1,WBGene00001514
gap-1,WBGene00001515
gap-2,WBGene00001516
gar-1,WBGene00001517
gar-2,WBGene00001518
gar-3,WBGene00001519
gas-1,WBGene00001520
gbh-1,WBGene00001522
gbh-2,WBGene00001523
gck-1,WBGene00001526
gcs-1,WBGene00001527
gcy-1,WBGene00001528
gcy-2,WBGene00001529
gcy-3,WBGene00001530
gcy-4,WBGene00001531
gcy-5,WBGene00001532
gcy-6,WBGene00001533
gcy-7,WBGene00001534
gcy-8,WBGene00001535
gcy-9,WBGene00001536
gcy-11,WBGene00001537
gcy-12,WBGene00001538
gcy-13,WBGene00001539
gcy-14,WBGene00001540
gcy-15,WBGene00001541
gcy-17,WBGene00001542
gcy-18,WBGene00001543
gcy-19,WBGene00001544
gcy-20,WBGene00001545
gcy-21,WBGene00001546
gcy-22,WBGene00001547
gcy-23,WBGene00001548
gcy-25,WBGene00001549
gcy-27,WBGene00001550
gcy-31,WBGene00001551
gcy-32,WBGene00001552
gcy-33,WBGene00001553
gcy-34,WBGene00001554
gcy-35,WBGene00001555
gcy-36,WBGene00001556
gcy-37,WBGene00001557
gdi-1,WBGene00001558
gei-1,WBGene00001559
gei-4,WBGene00001561
lin-66,WBGene00001562
gei-6,WBGene00001563
icl-1,WBGene00001564
gei-8,WBGene00001565
acdh-13,WBGene00001566
snpc-4,WBGene00001568
meg-3,WBGene00001569
gei-13,WBGene00001570
gei-14,WBGene00001571
gei-15,WBGene00001572
gei-17,WBGene00001574
gei-18,WBGene00001575
gem-4,WBGene00001577
ges-1,WBGene00001578
gex-2,WBGene00001579
gex-3,WBGene00001580
gfi-1,WBGene00001581
gfi-2,WBGene00001582
gfi-3,WBGene00001583
nrde-4,WBGene00001584
gfl-1,WBGene00001585
ggr-1,WBGene00001586
ggr-2,WBGene00001587
ggr-3,WBGene00001588
gip-1,WBGene00001589
C45G3.3,WBGene00001590
glc-1,WBGene00001591
glc-2,WBGene00001592
glc-3,WBGene00001593
glc-4,WBGene00001594
gld-1,WBGene00001595
gld-2,WBGene00001596
gld-3,WBGene00001597
glh-1,WBGene00001598
glh-2,WBGene00001599
glh-3,WBGene00001600
glh-4,WBGene00001601
gln-1,WBGene00001602
gln-2,WBGene00001603
gln-3,WBGene00001604
gln-5,WBGene00001606
gln-6,WBGene00001607
R07B1.8,WBGene00001608
glp-1,WBGene00001609
glr-1,WBGene00001612
glr-2,WBGene00001613
glr-3,WBGene00001614
glr-4,WBGene00001615
glr-5,WBGene00001616
glr-6,WBGene00001617
glr-7,WBGene00001618
glr-8,WBGene00001619
glt-1,WBGene00001620
glt-3,WBGene00001621
glt-4,WBGene00001622
glt-5,WBGene00001623
glt-6,WBGene00001624
glt-7,WBGene00001625
gly-1,WBGene00001626
gly-2,WBGene00001627
gly-3,WBGene00001628
gly-4,WBGene00001629
gly-5,WBGene00001630
gly-6,WBGene00001631
gly-7,WBGene00001632
gly-8,WBGene00001633
gly-10,WBGene00001635
gly-11,WBGene00001636
gly-12,WBGene00001637
gly-13,WBGene00001638
gly-14,WBGene00001639
gly-15,WBGene00001640
gly-16,WBGene00001641
gly-18,WBGene00001643
gly-19,WBGene00001644
gly-20,WBGene00001645
gna-1,WBGene00001646
gna-2,WBGene00001647
goa-1,WBGene00001648
gob-1,WBGene00001649
gon-1,WBGene00001650
gon-2,WBGene00001651
gon-4,WBGene00001653
gop-1,WBGene00001660
gop-2,WBGene00001661
gop-3,WBGene00001662
gpa-1,WBGene00001663
gpa-2,WBGene00001664
gpa-3,WBGene00001665
gpa-4,WBGene00001666
gpa-5,WBGene00001667
gpa-6,WBGene00001668
gpa-7,WBGene00001669
gpa-8,WBGene00001670
gpa-9,WBGene00001671
gpa-10,WBGene00001672
gpa-11,WBGene00001673
gpa-12,WBGene00001674
gpa-13,WBGene00001675
gpa-14,WBGene00001676
gpa-15,WBGene00001677
gpa-16,WBGene00001678
gpb-1,WBGene00001679
gpb-2,WBGene00001680
gpc-1,WBGene00001681
gpc-2,WBGene00001682
gpd-1,WBGene00001683
gpd-2,WBGene00001684
gpd-3,WBGene00001685
gpd-4,WBGene00001686
gpn-1,WBGene00001687
gpr-1,WBGene00001688
gpr-2,WBGene00001689
grd-1,WBGene00001690
grd-2,WBGene00001691
grd-3,WBGene00001692
grd-4,WBGene00001693
grd-5,WBGene00001694
grd-6,WBGene00001695
grd-7,WBGene00001696
grd-8,WBGene00001697
grd-9,WBGene00001698
grd-10,WBGene00001699
grd-11,WBGene00001700
grd-12,WBGene00001701
grd-13,WBGene00001702
grd-14,WBGene00001703
grd-15,WBGene00001704
grd-16,WBGene00001705
grh-1,WBGene00001707
grk-1,WBGene00001708
grk-2,WBGene00001709
grl-1,WBGene00001710
grl-2,WBGene00001711
grl-3,WBGene00001712
grl-4,WBGene00001713
grl-5,WBGene00001714
grl-6,WBGene00001715
grl-7,WBGene00001716
grl-8,WBGene00001717
grl-9,WBGene00001718
grl-10,WBGene00001719
grl-11,WBGene00001720
grl-12,WBGene00001721
grl-13,WBGene00001722
grl-14,WBGene00001723
grl-15,WBGene00001724
grl-16,WBGene00001725
grl-17,WBGene00001726
grl-18,WBGene00001727
grl-19,WBGene00001728
grl-20,WBGene00001729
grl-21,WBGene00001730
grl-22,WBGene00001731
grl-23,WBGene00001732
grl-24,WBGene00001733
grl-25,WBGene00001734
grl-26,WBGene00001735
grl-27,WBGene00001736
grl-28,WBGene00001737
grl-29,WBGene00001738
grl-30,WBGene00001739
gro-1,WBGene00001740
grp-1,WBGene00001743
gars-1,WBGene00001744
gsa-1,WBGene00001745
gsk-3,WBGene00001746
gsp-1,WBGene00001747
gsp-2,WBGene00001748
gst-1,WBGene00001749
gst-2,WBGene00001750
gst-3,WBGene00001751
gst-4,WBGene00001752
gst-5,WBGene00001753
gst-6,WBGene00001754
gst-7,WBGene00001755
gst-8,WBGene00001756
gst-9,WBGene00001757
gst-10,WBGene00001758
gst-11,WBGene00001759
gst-12,WBGene00001760
gst-13,WBGene00001761
gst-14,WBGene00001762
gst-15,WBGene00001763
gst-16,WBGene00001764
gst-17,WBGene00001765
gst-18,WBGene00001766
gst-19,WBGene00001767
gst-20,WBGene00001768
gst-21,WBGene00001769
gst-22,WBGene00001770
gst-23,WBGene00001771
gst-24,WBGene00001772
gst-25,WBGene00001773
gst-26,WBGene00001774
gst-27,WBGene00001775
gst-28,WBGene00001776
gst-29,WBGene00001777
gst-30,WBGene00001778
gst-31,WBGene00001779
gst-32,WBGene00001780
gst-33,WBGene00001781
gst-34,WBGene00001782
gst-35,WBGene00001783
gst-36,WBGene00001784
gst-37,WBGene00001785
gst-38,WBGene00001786
gst-39,WBGene00001787
gst-40,WBGene00001788
gst-41,WBGene00001789
gst-42,WBGene00001790
gst-43,WBGene00001791
gst-44,WBGene00001792
gsy-1,WBGene00001793
gta-1,WBGene00001794
gtl-1,WBGene00001795
gtl-2,WBGene00001796
lite-1,WBGene00001803
gur-3,WBGene00001804
gur-4,WBGene00001805
gur-5,WBGene00001806
gut-2,WBGene00001808
haf-1,WBGene00001811
haf-2,WBGene00001812
haf-3,WBGene00001813
haf-4,WBGene00001814
hmt-1,WBGene00001815
haf-6,WBGene00001816
haf-7,WBGene00001817
haf-8,WBGene00001818
haf-9,WBGene00001819
ham-1,WBGene00001820
ham-2,WBGene00001821
hap-1,WBGene00001823
hbl-1,WBGene00001824
hcf-1,WBGene00001827
hch-1,WBGene00001828
hcp-1,WBGene00001829
hcp-2,WBGene00001830
hcp-3,WBGene00001831
hcp-4,WBGene00001832
hcp-6,WBGene00001833
hda-1,WBGene00001834
hda-2,WBGene00001835
hda-3,WBGene00001836
hda-4,WBGene00001837
hda-10,WBGene00001838
hdl-1,WBGene00001839
hel-1,WBGene00001840
hen-1,WBGene00001841
her-1,WBGene00001842
hgo-1,WBGene00001843
hid-1,WBGene00001844
hif-1,WBGene00001851
hil-1,WBGene00001852
hil-2,WBGene00001853
hil-3,WBGene00001854
hil-4,WBGene00001855
hil-5,WBGene00001856
hil-6,WBGene00001857
hil-7,WBGene00001858
hil-8,WBGene00001859
him-1,WBGene00001860
him-3,WBGene00001862
him-4,WBGene00001863
him-5,WBGene00001864
him-6,WBGene00001865
him-8,WBGene00001867
him-10,WBGene00001869
him-14,WBGene00001872
him-17,WBGene00001874
his-1,WBGene00001875
his-2,WBGene00001876
his-3,WBGene00001877
his-4,WBGene00001878
his-5,WBGene00001879
his-6,WBGene00001880
his-7,WBGene00001881
his-8,WBGene00001882
his-11,WBGene00001885
his-16,WBGene00001890
his-17,WBGene00001891
his-18,WBGene00001892
his-24,WBGene00001898
his-25,WBGene00001899
his-31,WBGene00001905
his-32,WBGene00001906
his-35,WBGene00001909
C50F4.6,WBGene00001910
his-37,WBGene00001911
his-38,WBGene00001912
his-39,WBGene00001913
his-40,WBGene00001914
his-41,WBGene00001915
his-42,WBGene00001916
his-43,WBGene00001917
his-45,WBGene00001919
his-46,WBGene00001920
his-47,WBGene00001921
his-48,WBGene00001922
his-55,WBGene00001929
his-56,WBGene00001930
his-57,WBGene00001931
his-58,WBGene00001932
his-59,WBGene00001933
his-60,WBGene00001934
his-61,WBGene00001935
his-62,WBGene00001936
his-63,WBGene00001937
his-64,WBGene00001938
his-65,WBGene00001939
his-66,WBGene00001940
his-67,WBGene00001941
his-68,WBGene00001942
his-69,WBGene00001943
his-70,WBGene00001944
his-71,WBGene00001945
his-72,WBGene00001946
his-73,WBGene00001947
hlh-1,WBGene00001948
hlh-2,WBGene00001949
hlh-3,WBGene00001950
hlh-4,WBGene00001951
hlh-6,WBGene00001952
hlh-8,WBGene00001953
hlh-10,WBGene00001954
hlh-11,WBGene00001955
hlh-12,WBGene00001956
hlh-13,WBGene00001957
hlh-14,WBGene00001958
hlh-15,WBGene00001959
hlh-16,WBGene00001960
hlh-17,WBGene00001961
hlh-19,WBGene00001962
btb-1,WBGene00001963
hlh-25,WBGene00001964
hlh-26,WBGene00001965
hlh-27,WBGene00001966
hlh-28,WBGene00001967
hlh-29,WBGene00001968
hmg-1.1,WBGene00001971
hmg-1.2,WBGene00001972
hmg-3,WBGene00001973
hmg-4,WBGene00001974
hmg-5,WBGene00001975
hmg-11,WBGene00001976
hmg-12,WBGene00001977
hmp-1,WBGene00001978
hmp-2,WBGene00001979
hmr-1,WBGene00001980
hnd-1,WBGene00001981
hoe-1,WBGene00001983
hog-1,WBGene00001984
hop-1,WBGene00001985
hot-1,WBGene00001986
hot-2,WBGene00001987
hot-3,WBGene00001988
hot-4,WBGene00001989
hot-5,WBGene00001990
hot-6,WBGene00001991
hot-7,WBGene00001992
hpd-1,WBGene00001993
hpk-1,WBGene00001994
hpl-1,WBGene00001995
hpl-2,WBGene00001996
hpr-9,WBGene00001997
hpr-17,WBGene00001998
hrp-1,WBGene00001999
hrp-2,WBGene00002000
hars-1,WBGene00002001
hsb-1,WBGene00002002
hse-5,WBGene00002003
hsf-1,WBGene00002004
hsp-1,WBGene00002005
hsp-3,WBGene00002007
hsp-4,WBGene00002008
hsp-6,WBGene00002010
hsp-12.2,WBGene00002011
hsp-12.3,WBGene00002012
hsp-12.6,WBGene00002013
hsp-16.1,WBGene00002015
hsp-16.2,WBGene00002016
hsp-16.11,WBGene00002017
hsp-16.41,WBGene00002018
hsp-16.48,WBGene00002019
hsp-16.49,WBGene00002020
hsp-17,WBGene00002021
hsp-25,WBGene00002023
hsp-43,WBGene00002024
hsp-60,WBGene00002025
hsp-70,WBGene00002026
hsr-9,WBGene00002027
hst-1,WBGene00002028
hst-2,WBGene00002029
hst-3.1,WBGene00002030
hst-6,WBGene00002031
htp-1,WBGene00002032
htp-2,WBGene00002033
htp-3,WBGene00002034
hum-1,WBGene00002035
hum-2,WBGene00002036
hum-4,WBGene00002037
hum-5,WBGene00002038
hum-6,WBGene00002039
hum-7,WBGene00002040
hum-8,WBGene00002041
hus-1,WBGene00002042
hyl-1,WBGene00002043
hyl-2,WBGene00002044
icd-1,WBGene00002045
icln-1,WBGene00002046
icp-1,WBGene00002047
ida-1,WBGene00002048
ifa-1,WBGene00002050
ifa-3,WBGene00002051
ifa-4,WBGene00002052
ifb-1,WBGene00002053
ifb-2,WBGene00002054
ifc-1,WBGene00002055
ifc-2,WBGene00002056
ifd-1,WBGene00002057
ifd-2,WBGene00002058
ife-1,WBGene00002059
ife-2,WBGene00002060
ife-3,WBGene00002061
ife-4,WBGene00002062
ife-5,WBGene00002063
iff-1,WBGene00002064
iff-2,WBGene00002065
ifg-1,WBGene00002066
ifp-1,WBGene00002067
ify-1,WBGene00002068
ikb-1,WBGene00002069
ile-1,WBGene00002070
ile-2,WBGene00002071
ima-1,WBGene00002072
ima-2,WBGene00002073
ima-3,WBGene00002074
imb-1,WBGene00002075
imb-2,WBGene00002076
imb-3,WBGene00002077
xpo-1,WBGene00002078
xpo-2,WBGene00002079
xpo-3,WBGene00002080
ina-1,WBGene00002081
inf-1,WBGene00002083
ins-1,WBGene00002084
ins-2,WBGene00002085
ins-3,WBGene00002086
ins-4,WBGene00002087
ins-5,WBGene00002088
ins-6,WBGene00002089
ins-7,WBGene00002090
ins-8,WBGene00002091
ins-9,WBGene00002092
ins-10,WBGene00002093
ins-11,WBGene00002094
ins-12,WBGene00002095
ins-13,WBGene00002096
ins-14,WBGene00002097
ins-15,WBGene00002098
ins-16,WBGene00002099
ins-17,WBGene00002100
ins-18,WBGene00002101
ins-19,WBGene00002102
ins-20,WBGene00002103
ins-21,WBGene00002104
ins-22,WBGene00002105
ins-23,WBGene00002106
ins-24,WBGene00002107
ins-25,WBGene00002108
ins-26,WBGene00002109
ins-27,WBGene00002110
ins-28,WBGene00002111
ins-29,WBGene00002112
ins-30,WBGene00002113
ins-31,WBGene00002114
ins-32,WBGene00002115
ins-33,WBGene00002116
ins-34,WBGene00002117
ins-35,WBGene00002118
ins-36,WBGene00002119
ins-37,WBGene00002120
ins-38,WBGene00002121
inx-1,WBGene00002123
inx-2,WBGene00002124
inx-3,WBGene00002125
inx-5,WBGene00002127
inx-6,WBGene00002128
inx-7,WBGene00002129
inx-8,WBGene00002130
inx-9,WBGene00002131
inx-10,WBGene00002132
inx-11,WBGene00002133
inx-12,WBGene00002134
inx-13,WBGene00002135
inx-14,WBGene00002136
inx-15,WBGene00002137
inx-16,WBGene00002138
inx-17,WBGene00002139
inx-18,WBGene00002140
inx-19,WBGene00002141
inx-20,WBGene00002142
inx-21,WBGene00002143
inx-22,WBGene00002144
ipp-5,WBGene00002146
ire-1,WBGene00002147
gon-14,WBGene00002148
irk-1,WBGene00002149
irk-2,WBGene00002150
irk-3,WBGene00002151
iars-1,WBGene00002152
iars-2,WBGene00002153
isp-1,WBGene00002162
ist-1,WBGene00002163
isw-1,WBGene00002169
itr-1,WBGene00002173
itx-1,WBGene00002174
jac-1,WBGene00002175
jip-1,WBGene00002176
jkk-1,WBGene00002177
jnk-1,WBGene00002178
jph-1,WBGene00002179
jtr-1,WBGene00002180
kal-1,WBGene00002181
kap-1,WBGene00002182
kat-1,WBGene00002183
kel-1,WBGene00002184
kel-3,WBGene00002185
kel-10,WBGene00002186
kgb-1,WBGene00002187
kgb-2,WBGene00002188
kin-1,WBGene00002189
kin-2,WBGene00002190
kin-3,WBGene00002191
kin-4,WBGene00002192
kin-5,WBGene00002193
kin-6,WBGene00002194
kin-9,WBGene00002195
kin-10,WBGene00002196
kin-14,WBGene00002198
kin-15,WBGene00002199
kin-16,WBGene00002200
kin-18,WBGene00002201
kin-19,WBGene00002202
kin-20,WBGene00002203
kin-21,WBGene00002204
kin-23,WBGene00002205
kin-24,WBGene00002206
sid-3,WBGene00002207
kin-26,WBGene00002208
kin-29,WBGene00002210
kin-30,WBGene00002211
kin-32,WBGene00002213
klc-1,WBGene00002214
klc-2,WBGene00002215
klp-3,WBGene00002216
klp-4,WBGene00002217
klp-6,WBGene00002218
klp-7,WBGene00002219
gcc-1,WBGene00002220
klp-11,WBGene00002222
klp-12,WBGene00002223
klp-13,WBGene00002224
klp-15,WBGene00002225
klp-16,WBGene00002226
klp-17,WBGene00002227
klp-18,WBGene00002228
klp-19,WBGene00002229
klp-20,WBGene00002230
knl-1,WBGene00002231
kpc-1,WBGene00002232
kqt-1,WBGene00002233
kqt-2,WBGene00002234
kqt-3,WBGene00002235
kars-1,WBGene00002238
ksr-1,WBGene00002239
ksr-2,WBGene00002240
kup-1,WBGene00002241
kvs-1,WBGene00002242
lad-2,WBGene00002243
laf-1,WBGene00002244
lag-1,WBGene00002245
lag-2,WBGene00002246
lam-1,WBGene00002247
lam-3,WBGene00002248
lap-1,WBGene00002249
lap-2,WBGene00002250
lat-1,WBGene00002251
lat-2,WBGene00002252
lbp-1,WBGene00002253
lbp-2,WBGene00002254
lbp-3,WBGene00002255
lbp-4,WBGene00002256
lbp-5,WBGene00002257
lbp-6,WBGene00002258
lbp-7,WBGene00002259
lbp-8,WBGene00002260
ldb-1,WBGene00002261
ldh-1,WBGene00002262
lea-1,WBGene00002263
lec-1,WBGene00002264
lec-2,WBGene00002265
lec-3,WBGene00002266
lec-4,WBGene00002267
lec-5,WBGene00002268
lec-6,WBGene00002269
lec-7,WBGene00002270
lec-8,WBGene00002271
lec-9,WBGene00002272
lec-10,WBGene00002273
lec-11,WBGene00002274
lem-2,WBGene00002275
lem-3,WBGene00002276
let-2,WBGene00002280
let-4,WBGene00002282
let-19,WBGene00002295
ect-2,WBGene00002297
let-23,WBGene00002299
let-49,WBGene00002324
let-60,WBGene00002335
let-70,WBGene00002344
myo-1,WBGene00002348
let-92,WBGene00002363
let-99,WBGene00002368
lpr-1,WBGene00002393
let-268,WBGene00002497
let-363,WBGene00002583
let-381,WBGene00002601
let-413,WBGene00002632
let-418,WBGene00002637
let-502,WBGene00002694
let-504,WBGene00002696
let-526,WBGene00002717
let-607,WBGene00002783
let-630,WBGene00002804
let-653,WBGene00002827
let-711,WBGene00002845
let-716,WBGene00002850
let-721,WBGene00002855
let-754,WBGene00002879
let-756,WBGene00002881
let-765,WBGene00002889
let-767,WBGene00002891
let-805,WBGene00002915
let-858,WBGene00002957
lev-1,WBGene00002974
lev-8,WBGene00002975
lev-9,WBGene00002976
lev-10,WBGene00002977
lev-11,WBGene00002978
lfe-2,WBGene00002979
lgg-1,WBGene00002980
lgg-2,WBGene00002981
lgg-3,WBGene00002982
lgx-1,WBGene00002983
lig-1,WBGene00002985
lig-4,WBGene00002986
lim-4,WBGene00002987
lim-6,WBGene00002988
lim-7,WBGene00002989
lin-1,WBGene00002990
lin-2,WBGene00002991
lin-3,WBGene00002992
lin-5,WBGene00002994
lin-7,WBGene00002996
lin-8,WBGene00002997
lin-9,WBGene00002998
lin-10,WBGene00002999
lin-11,WBGene00003000
lin-12,WBGene00003001
lin-13,WBGene00003002
lin-14,WBGene00003003
lin-17,WBGene00003006
lin-18,WBGene00003007
lin-22,WBGene00003008
lin-23,WBGene00003009
lin-24,WBGene00003010
lin-25,WBGene00003011
lin-26,WBGene00003012
lin-28,WBGene00003014
lin-29,WBGene00003015
lin-31,WBGene00003017
lin-32,WBGene00003018
lin-33,WBGene00003019
lin-35,WBGene00003020
lin-36,WBGene00003021
lin-37,WBGene00003022
lin-39,WBGene00003024
lin-40,WBGene00003025
lin-41,WBGene00003026
lin-44,WBGene00003029
lin-45,WBGene00003030
lin-46,WBGene00003031
lin-48,WBGene00003033
lin-49,WBGene00003034
lin-52,WBGene00003035
lin-53,WBGene00003036
lin-54,WBGene00003037
lin-56,WBGene00003038
lin-59,WBGene00003040
lin-61,WBGene00003041
lip-1,WBGene00003043
lir-1,WBGene00003044
lir-2,WBGene00003045
lir-3,WBGene00003046
lis-1,WBGene00003047
lit-1,WBGene00003048
lmn-1,WBGene00003052
lmp-1,WBGene00003053
lon-1,WBGene00003055
lon-2,WBGene00003056
lon-3,WBGene00003057
lov-1,WBGene00003058
lpd-2,WBGene00003059
lpd-3,WBGene00003060
lpd-5,WBGene00003061
lpd-6,WBGene00003062
lpd-7,WBGene00003063
lpd-8,WBGene00003064
lpd-9,WBGene00003065
lpl-1,WBGene00003066
lrk-1,WBGene00003068
lrp-1,WBGene00003071
lrp-2,WBGene00003072
lars-1,WBGene00003073
lars-2,WBGene00003074
lrx-1,WBGene00003075
lsm-1,WBGene00003076
lsm-3,WBGene00003077
lsm-4,WBGene00003078
lsm-5,WBGene00003079
lsm-6,WBGene00003080
lsm-7,WBGene00003081
lsm-8,WBGene00003082
lst-1,WBGene00003083
lst-2,WBGene00003084
ccar-1,WBGene00003085
lst-4,WBGene00003086
lsy-2,WBGene00003087
ltd-1,WBGene00003089
lys-1,WBGene00003090
lys-2,WBGene00003091
lys-3,WBGene00003092
lys-4,WBGene00003093
lys-5,WBGene00003094
lys-6,WBGene00003095
lys-7,WBGene00003096
lys-8,WBGene00003097
lys-9,WBGene00003098
lys-10,WBGene00003099
mab-3,WBGene00003100
mab-5,WBGene00003102
mab-7,WBGene00003104
mab-9,WBGene00003106
mab-10,WBGene00003107
mab-20,WBGene00003111
mab-21,WBGene00003112
mab-23,WBGene00003114
mac-1,WBGene00003119
mag-1,WBGene00003123
mai-1,WBGene00003124
map-1,WBGene00003129
map-2,WBGene00003130
mat-1,WBGene00003132
mat-2,WBGene00003133
mat-3,WBGene00003134
mau-2,WBGene00003136
mau-8,WBGene00003142
max-1,WBGene00003143
max-2,WBGene00003144
mbf-1,WBGene00003148
mbk-1,WBGene00003149
mbk-2,WBGene00003150
mca-1,WBGene00003151
mca-3,WBGene00003153
mcm-2,WBGene00003154
mcm-3,WBGene00003155
mcm-4,WBGene00003156
mcm-5,WBGene00003157
mcm-6,WBGene00003158
mcm-7,WBGene00003159
mdf-1,WBGene00003160
mdf-2,WBGene00003161
mdh-2,WBGene00003162
mdl-1,WBGene00003163
mdt-6,WBGene00003164
mec-1,WBGene00003165
mec-2,WBGene00003166
mec-3,WBGene00003167
mec-4,WBGene00003168
mec-5,WBGene00003169
mec-6,WBGene00003170
mec-7,WBGene00003171
mec-8,WBGene00003172
mec-9,WBGene00003173
mec-10,WBGene00003174
mec-12,WBGene00003175
mec-14,WBGene00003176
mec-15,WBGene00003177
mec-17,WBGene00003178
mec-18,WBGene00003179
med-1,WBGene00003180
med-2,WBGene00003181
mef-2,WBGene00003182
mei-1,WBGene00003183
mei-2,WBGene00003184
mek-1,WBGene00003185
mek-2,WBGene00003186
mel-11,WBGene00003196
mel-26,WBGene00003209
mel-28,WBGene00003210
mel-32,WBGene00003214
mep-1,WBGene00003218
mes-1,WBGene00003219
mes-2,WBGene00003220
mes-3,WBGene00003221
mes-4,WBGene00003222
mes-6,WBGene00003224
mev-1,WBGene00003225
mex-1,WBGene00003228
mex-3,WBGene00003229
mex-5,WBGene00003230
mex-6,WBGene00003231
mgl-1,WBGene00003232
mgl-2,WBGene00003233
mif-1,WBGene00003234
mif-2,WBGene00003235
mif-3,WBGene00003236
mif-4,WBGene00003237
mig-1,WBGene00003238
mig-2,WBGene00003239
mig-5,WBGene00003241
mig-6,WBGene00003242
mig-10,WBGene00003243
mig-13,WBGene00003245
mig-14,WBGene00003246
mig-15,WBGene00003247
mig-17,WBGene00003248
mig-18,WBGene00003249
mig-21,WBGene00003252
mig-22,WBGene00003253
mig-23,WBGene00003254
cogc-1,WBGene00003258
mix-1,WBGene00003367
mkk-4,WBGene00003368
mlc-1,WBGene00003369
mlc-2,WBGene00003370
mlc-3,WBGene00003371
mlc-4,WBGene00003372
mlh-1,WBGene00003373
mlk-1,WBGene00003374
mlp-1,WBGene00003375
mls-1,WBGene00003376
mls-2,WBGene00003377
mml-1,WBGene00003378
mnm-2,WBGene00003380
moc-1,WBGene00003384
moc-2,WBGene00003385
mod-1,WBGene00003386
mod-5,WBGene00003387
moe-3,WBGene00003388
mog-1,WBGene00003389
mog-2,WBGene00003390
mog-3,WBGene00003391
mog-4,WBGene00003392
mog-5,WBGene00003393
mom-1,WBGene00003394
mom-2,WBGene00003395
mom-4,WBGene00003396
mom-5,WBGene00003397
dapk-1,WBGene00003400
mpk-1,WBGene00003401
mpk-2,WBGene00003402
mps-1,WBGene00003403
mpz-1,WBGene00003404
mre-11,WBGene00003405
mrg-1,WBGene00003406
mrp-1,WBGene00003407
mrp-2,WBGene00003408
mrp-3,WBGene00003409
mrp-4,WBGene00003410
mrp-5,WBGene00003411
mrp-6,WBGene00003412
mrp-7,WBGene00003413
mrp-8,WBGene00003414
mars-1,WBGene00003415
mrt-2,WBGene00003417
msh-2,WBGene00003418
msh-4,WBGene00003420
msh-5,WBGene00003421
msh-6,WBGene00003422
msi-1,WBGene00003423
msp-3,WBGene00003424
msp-10,WBGene00003425
msp-19,WBGene00003426
msp-31,WBGene00003429
msp-32,WBGene00003430
msp-33,WBGene00003431
msp-36,WBGene00003432
msp-38,WBGene00003434
msp-40,WBGene00003435
msp-45,WBGene00003438
msp-49,WBGene00003442
