Gene ID, elongating embryo, L1 larva, L2 larva, dauer larva, L3 larva, adult
daf-9,0.6,3,2,0.1,0.8,2
daf-10,0.5,0.5,0.7,7,2,0.6
daf-11,0.2,0.3,3,1,0.3,0.1
daf-12,5,57,34,141,16,4
daf-14,26,29,20,27,11,5
daf-15,47,19,27,31,22,36
daf-16,78,322,31,118,32,36
daf-18,17,10,8,12,9,133
daf-19,56,63,13,17,7,9
hsp-90,214,1667,840,2707,913,1157
daf-25,25,6,12,12,14,15
daf-28,20,4,8,1,3,1
daf-31,132,40,56,36,78,68
dao-2,1326,635,84,4097,130,11
dao-3,141,25,59,98,29,22
dao-4,76,6,0.2,0.7,3,0.4
dao-5,108,125,50,99,53,68
dao-6,4,9,3,0.5,9,5
dap-3,52,13,43,27,46,21
dat-1,6,5,8,0.1,0.8,6
daz-1,0.6,8,17,7,11,21
dbl-1,3,36,11,15,8,2
dbr-1,20,8,9,13,9,14
dcp-66,188,71,47,68,37,38
dcr-1,26,11,17,16,20,23
dcs-1,20,21,20,15,27,29
ddp-1,103,5,154,48,157,216
deb-1,211,212,147,26,94,26
deg-1,2,4,8,5,1,9
deg-3,4,7,27,0.2,2,18
del-1,6,2,1,0.2,0.2,0.9
del-2,1,3,3,21,0.6,2
des-2,0.1,10,30,0.3,2,24
dgk-1,28,34,13,20,5,2
dgk-2,52,31,34,34,24,11
dgk-3,0.2,0.5,0.3,0.1,2,7
dgn-1,196,56,46,11,31,17
dhc-1,28,28,37,26,38,54
dhp-1,7,16,27,17,5,21
dhp-2,39,27,25,15,22,5
dhs-1,15,31,21,31,18,33
dhs-2,1,8,5,7,8,1
dhs-3,2,84,138,19,59,54
dhs-4,4,10,16,12,2,14
dhs-5,89,18,47,6,27,3
dhs-6,84,16,32,39,40,35
dhs-7,0.3,7,1,26,0.5,3
dhs-8,14,0.2,1,111,0.2,51
dhs-9,54,14,36,39,21,15
dhs-11,2,5,6,23,19,0.9
dhs-12,9,67,36,46,39,55
dhs-13,28,251,28,58,30,89
dhs-14,9,16,19,13,3,2
dhs-15,1,2,12,0.1,1,15
dhs-16,0.4,4,1,11,0.4,1
dhs-17,3,16,4,27,2,5
dhs-18,20,52,23,5,35,15
dhs-19,23,17,128,24,4,57
dhs-20,5,8,14,0.3,5,2
dhs-21,83,17,42,37,65,18
dhs-22,61,86,78,56,51,81
dhs-23,,0.6,2,0.1,0.6,9
dhs-24,11,2,11,15,11,14
dhs-25,36,14,54,16,96,32
dhs-26,7,1,3,0.1,0.4,0.6
dhs-27,47,7,31,142,6,200
dhs-28,164,22,207,39,209,75
dhs-29,102,3,23,29,36,3
dhs-30,14,23,32,13,15,15
dic-1,18,5,8,9,11,15
die-1,163,49,34,12,17,40
dif-1,131,15,60,29,69,60
dig-1,7,10,13,4,5,2
dim-1,132,93,273,15,277,51
dis-3,34,9,17,22,23,24
div-1,29,11,8,21,5,11
dlc-1,736,57,536,173,501,520
dlg-1,426,125,54,18,35,17
dli-1,57,32,41,32,41,47
dlk-1,17,65,41,28,22,11
dna-2,8,2,5,7,7,28
dnc-1,42,15,17,21,22,25
dnc-2,73,14,36,24,38,38
dnj-1,70,31,29,31,35,29
dnj-2,26,26,18,68,24,13
dnj-3,11,4,10,10,4,11
dnj-4,10,1,6,13,7,8
dnj-5,92,133,30,35,32,119
dnj-7,83,25,56,22,67,20
dnj-8,62,28,22,20,19,21
dnj-9,21,7,27,15,29,22
dnj-10,25,25,21,22,29,14
dnj-11,57,9,35,28,55,69
dnj-12,81,96,83,215,95,112
dnj-13,83,211,139,100,114,93
dnj-14,46,43,27,22,27,22
dnj-15,32,8,14,19,15,16
dnj-16,43,10,20,22,25,23
dnj-17,28,5,11,16,18,26
dnj-18,15,2,14,14,13,16
dnj-19,153,109,146,184,150,133
dnj-20,232,90,87,80,111,42
dnj-21,65,4,33,29,36,16
dnj-22,57,8,20,35,10,26
dnj-23,43,9,18,17,21,50
dnj-24,106,48,43,10,6,47
dnj-25,22,21,25,15,18,31
dnj-26,2,6,2,1,5,1
dnj-27,76,6,22,3,26,11
dnj-28,2,0.4,3,3,9,17
dnj-29,88,42,65,23,64,54
dnj-30,71,14,20,20,20,32
dog-1,12,1,8,11,9,19
dom-3,13,2,6,10,6,11
cks-1,224,28,42,49,44,149
dop-1,0.1,7,14,0.4,1,17
dop-2,3,6,12,0.1,1,10
dpf-1,12,10,31,1,3,9
dpf-2,4,8,7,5,14,10
dpf-3,38,27,39,34,47,74
dpf-4,23,9,23,27,33,23
dpf-5,9,16,43,30,41,92
dpf-6,7,13,16,0.1,3,2
dpf-7,19,6,9,8,10,18
dpl-1,28,12,11,13,11,53
dpy-1,0.3,17,7,11,0.5,4
dpy-2,136,9,121,73,1,452
dpy-3,19,125,14,114,2,63
dpy-4,0.3,0.4,872,5,259,25
dpy-5,3,2,955,1,292,17
dpy-6,0.1,57,1,0.1,0.5,0.2
dpy-7,134,7,115,51,1,440
dpy-8,0.5,9,150,0.1,1,0.4
dpy-9,0.6,145,8,0.6,1,0.8
dpy-10,27,114,5,587,10,1
dpy-11,426,60,185,47,264,66
dpy-13,0.2,0.1,809,2,225,19
dpy-14,815,0.5,1,3373,4,0.1
dpy-17,2969,7,2,0.9,2,10
dpy-18,196,10,105,15,120,20
dpy-19,27,4,7,6,10,2
dpy-20,1,4,0.1,0.3,0.4,0.4
dpy-21,56,108,22,18,10,33
dpy-22,29,11,13,17,10,12
dpy-23,103,51,53,19,36,28
dpy-26,52,15,18,20,19,38
dpy-27,74,21,27,17,16,18
dpy-28,29,27,12,8,10,35
dpy-30,367,153,133,70,116,297
dre-1,109,26,80,28,54,12
drh-1,6,3,11,15,14,15
drh-2,0.9,50,24,180,34,7
dro-1,4,8,6,5,3,8
drp-1,27,18,30,30,29,58
dars-1,86,44,177,77,181,148
dars-2,10,4,9,14,13,7
dsc-1,0.1,0.5,0.4,0.9,1,3
dsc-4,28,37,67,16,94,19
dsh-1,46,65,16,17,10,5
dsh-2,26,2,6,2,8,51
dsl-1,0.1,5,0.3,2,62,159
dsl-2,0.6,0.2,29,5,93,394
dsl-3,26,0.1,0.4,278,2,152
dsl-4,,0.8,0.1,,0.5,0.7
dsl-5,,0.1,0.2,,0.2,0.1
dsl-6,13,247,19,5,3,6
dsl-7,0.7,18,0.6,10,7,0.6
duo-1,0.8,3,3,2,2,6
duo-2,0.1,0.1,0.1,0.6,0.2,0.1
duo-3,11,7,10,13,10,16
dur-1,0.2,28,43,111,32,3
dyb-1,31,17,9,5,4,2
dyc-1,6,47,11,8,7,1
dyf-1,15,8,0.9,0.7,0.3,14
dyf-2,9,6,3,4,1,0.7
dyf-3,0.7,3,3,5,1,3
dyf-5,0.2,1,0.4,12,6,0.5
dyf-6,0.1,4,7,4,0.6,6
dyf-7,46,0.7,2,5,0.8,158
dyf-11,4,0.3,0.1,0.5,7,7
dyf-13,7,2,0.4,0.1,0.1,5
dyn-1,51,163,39,28,27,40
dys-1,47,27,19,11,13,6
alp-1,24,45,35,10,68,12
eat-2,0.3,0.5,0.3,5,1,0.1
eat-3,29,13,31,21,26,28
eat-4,0.1,12,3,8,0.6,0.1
eat-5,0.8,1,1,1,0.8,0.4
eat-6,210,3690,409,591,560,366
eat-16,59,95,27,27,22,6
eat-18,7,0.8,0.1,0.5,2,0.6
eat-20,44,16,42,14,19,23
bcat-1,10,759,143,41,126,84
ech-1.1,10,4,3,8,0.2,3
ech-2,17,9,17,17,22,13
ech-3,6,8,15,13,5,20
ech-4,70,36,58,25,57,45
ech-5,6,0.3,13,6,14,16
ech-6,90,64,235,49,441,144
ech-7,1,18,37,6,48,38
ech-8,12,14,15,3,3,21
ech-9,16,0.7,2,1,0.1,1
eff-1,30,7,16,0.4,1,23
efk-1,27,65,23,95,27,45
efl-1,28,9,8,8,8,43
efl-2,7,16,7,6,2,10
efn-2,324,31,62,14,33,2
efn-3,,7,2,,,
efn-4,63,6,6,3,3,8
eftu-2,59,15,63,40,64,99
eef-2,713,1485,1473,2907,1915,1656
eef-1A.1,2347,4120,4575,19346,6049,10027
eef-1A.2,1856,837,1214,1071,1295,346
egl-1,9,0.1,0.5,8,3,46
egl-2,0.1,5,6,2,1,5
egl-3,6,2511,161,738,64,39
egl-4,45,243,59,105,51,79
egl-5,18,4,4,4,1,0.5
egl-6,0.7,1,5,2,1,5
egl-8,18,159,28,36,20,10
egl-9,19,43,23,31,17,10
egl-10,17,25,11,14,5,3
egl-13,0.6,22,37,25,5,14
egl-15,0.3,11,12,19,2,10
egl-17,3,6,2,0.3,0.1,4
egl-18,185,41,13,9,8,40
egl-19,40,36,22,16,11,3
egl-20,0.5,15,9,9,3,6
egl-21,4,992,225,603,90,39
egl-23,0.4,11,6,9,6,2
egl-26,95,35,8,7,6,10
egl-27,125,111,45,58,30,75
egl-30,370,558,142,71,103,48
egl-36,6,10,2,2,0.9,5
egl-38,42,11,7,4,2,0.7
egl-43,9,11,12,58,1,12
egl-44,111,101,24,33,33,7
egl-45,75,35,122,71,107,132
egl-46,33,10,11,596,0.9,6
egl-47,0.7,7,1,1,0.1,0.2
ego-1,2,1,2,10,10,19
ego-2,18,19,17,18,14,24
ehn-3,,0.2,6,,0.7,3
ehs-1,35,53,24,18,17,36
eif-3.B,55,68,60,138,71,96
eif-3.C,73,18,130,50,167,112
eif-3.D,76,47,118,69,123,111
eif-3.E,39,33,55,46,52,61
eif-3.F,163,45,123,198,136,87
eif-3.G,93,20,91,133,86,90
eif-3.H,54,9,56,30,76,60
eif-3.I,43,25,61,83,51,93
eif-3.K,133,92,146,57,123,85
eif-6,65,18,45,47,56,88
elb-1,71,16,35,27,27,90
elc-1,171,2,57,39,26,86
elc-2,,0.1,1,,0.1,0.4
elo-1,24,314,322,131,624,247
elo-2,25,45,151,27,340,98
elo-3,72,38,139,40,112,72
elo-4,3,19,21,69,10,9
elo-5,0.1,196,35,0.1,158,12
elo-6,85,8,263,32,1265,120
elo-7,39,4,0.6,0.9,0.1,0.1
elo-8,1,2,0.2,0.3,0.5,4
elo-9,3,16,21,15,17,12
elp-1,14,13,5,1,1,29
elt-1,55,29,13,12,6,7
elt-2,8,11,13,37,6,8
elt-3,121,55,18,45,24,6
elt-4,3,3,2,2,13,4
elt-6,48,16,13,5,3,3
emb-4,23,18,28,16,23,43
emb-5,82,29,41,31,44,71
emb-8,51,165,93,55,95,73
emb-9,188,84,156,20,152,76
emb-27,31,9,18,14,18,43
emb-30,30,9,15,17,14,14
emo-1,964,18,864,109,783,749
emr-1,41,23,30,19,24,81
end-1,3,0.3,0.1,21,0.2,0.8
end-3,0.4,0.1,0.2,4,0.3,0.5
ent-1,63,24,42,96,66,136
eor-1,28,19,11,12,11,27
eor-2,46,28,10,9,6,10
epi-1,6,54,5,107,10,7
epn-1,185,392,82,82,50,85
eps-8,147,85,90,38,67,20
erd-2,234,54,86,37,109,25
eri-1,4,6,9,9,3,11
erm-1,231,373,203,73,233,134
ero-1,47,33,33,22,31,25
F35A5.8,31,23,11,14,6,6
qars-1,29,27,49,37,58,60
ears-1,65,49,81,54,93,81
ears-2,26,6,10,19,16,5
etr-1,73,35,23,16,30,31
fos-1,28,86,22,25,20,8
evl-14,34,10,19,15,13,17
evl-20,33,13,8,23,11,15
exc-4,68,14,12,9,12,13
exc-5,28,17,11,21,11,2
exc-7,62,43,22,31,18,6
exl-1,10,10,8,22,31,36
exo-3,45,5,6,11,7,9
exp-1,0.3,2,2,0.7,0.8,2
exp-2,0.6,11,20,5,2,24
eya-1,42,6,2,2,0.6,4
far-1,448,575,2275,2224,2091,878
far-2,5,58,104,36,2312,2416
far-3,81,73,12,10,17,74
far-4,,0.1,0.2,,0.3,16
far-5,9,33,4,4,36,11
far-6,4,18,40,1,59,71
far-7,0.1,241,25,2,6,0.2
far-8,0.3,114,126,0.1,63,80
fat-1,23,149,256,465,434,377
fat-2,6,467,372,154,675,682
fat-3,48,159,111,17,153,75
fat-4,60,124,122,102,201,83
fat-5,1,87,13,0.3,21,1
fat-6,0.9,344,176,99,369,265
fat-7,12,8,11,0.4,0.3,1
fax-1,13,2,0.8,1,0.1,21
fbf-1,0.2,4,5,1,4,11
fbf-2,0.5,3,5,2,6,5
fbl-1,3,21,12,27,12,3
fbp-1,48,32,97,26,85,77
fce-1,90,38,50,47,58,38
fce-2,29,10,13,11,16,15
feh-1,5,68,12,11,8,2
fem-1,24,23,27,36,28,29
fem-2,7,13,10,12,15,47
fem-3,8,2,2,3,3,19
fer-1,0.6,0.1,4,0.1,0.4,0.6
fib-1,201,39,157,97,235,304
fis-1,,0.1,6,,0.8,
fis-2,35,15,27,19,24,34
fkb-1,258,61,120,52,111,69
fkb-2,1053,106,780,636,519,588
fkb-3,248,6,121,10,101,11
fkb-4,10,18,19,26,1,22
fkb-5,215,71,10,249,59,2
fkb-6,67,34,84,76,112,149
fkb-7,11,3,8,158,1,2
fkb-8,10,19,31,71,4,13
fkh-2,18,2,0.3,13,1,11
fkh-3,2,3,2,0.4,1,46
fkh-4,0.8,2,15,2,0.5,0.1
fkh-5,0.1,0.4,1,5,18,0.2
fkh-6,1,0.3,8,0.2,2,1
fkh-7,24,215,9,88,7,9
fkh-8,28,11,2,13,0.9,40
fkh-9,14,1333,127,50,43,19
fkh-10,9,3,2,1,0.3,4
fli-1,32,8,17,13,14,17
flp-1,2,584,108,159,29,11
flp-2,6,15,69,0.1,4,123
flp-3,0.3,131,37,142,11,4
flp-4,0.2,42,78,0.7,12,123
flp-5,2,52,106,176,27,15
flp-6,0.4,51,174,0.3,17,175
flp-7,5,52,15,0.1,6,7
flp-8,0.3,17,16,0.5,76,13
flp-9,2,435,120,195,44,11
flp-10,2,19,68,17,18,81
flp-11,35,70,177,0.1,12,223
flp-12,0.3,154,19,9,10,0.7
flp-13,0.4,38,52,0.6,7,70
flp-14,0.8,108,76,169,31,13
flp-15,37,24,110,156,18,10
flp-16,2,76,53,125,26,11
flp-17,6,18,9,3,104,0.2
flp-18,12,90,11,0.4,5,0.3
flp-19,3,170,50,131,16,6
flp-20,0.1,20,25,77,10,3
flp-21,1,56,152,0.9,9,176
flr-1,0.2,7,3,7,5,0.1
flr-2,4,13,11,10,7,0.6
flr-4,8,0.9,5,0.2,0.3,3
baz-2,52,9,9,9,5,10
fmi-1,1,9,6,72,0.6,4
fmo-1,35,18,23,0.4,8,4
fmo-2,4,0.9,0.4,18,0.2,2
fmo-3,0.9,75,12,4,2,0.5
fmo-4,11,18,59,22,66,7
fmo-5,2,10,7,6,7,5
fog-1,0.3,5,6,0.8,0.4,7
fog-2,8,2,6,5,2,12
fog-3,0.3,2,7,1,1,12
fox-1,70,56,13,22,7,13
fre-1,12,9,7,9,10,16
frh-1,10,6,6,11,7,8
frk-1,5,1,4,3,0.2,0.4
frm-1,11,74,25,29,13,18
frm-2,169,47,29,35,22,6
frm-3,8,19,14,10,6,1
frm-4,84,170,54,128,40,42
frm-5.1,20,6,9,2,4,2
frm-7,131,149,63,63,28,42
frm-8,2,23,9,24,4,2
frm-9,2,6,3,13,1,0.6
frm-10,19,54,35,65,26,22
fars-1,43,15,59,23,76,49
fars-3,52,37,78,67,98,53
fsn-1,45,16,14,23,14,79
ftn-1,6,164,4,0.6,37,8
ftn-2,365,304,521,208,649,293
ftt-2,1122,4017,568,439,498,291
fum-1,54,125,319,84,276,225
fut-1,0.1,11,14,8,5,16
fut-2,1,0.1,1,24,9,15
fut-4,,0.2,3,3,1,0.4
fut-8,36,8,20,7,18,2
fzo-1,32,16,20,22,21,21
fzr-1,154,105,23,26,19,46
fzy-1,67,4,18,14,17,127
gab-1,2,5,5,0.1,0.7,5
gad-1,26,9,13,21,18,62
xnd-1,0.9,4,7,3,6,10
gap-1,6,30,6,8,2,0.9
gap-2,42,29,18,16,10,10
gar-1,4,7,2,0.2,0.4,0.5
gar-2,0.5,18,8,10,5,0.9
gar-3,0.4,9,21,10,2,16
gas-1,100,60,205,108,180,91
gbh-1,8,2,7,0.8,8,7
gbh-2,28,11,6,16,7,31
gck-1,47,38,16,18,19,21
gcs-1,41,22,52,34,49,44
gcy-2,,0.1,,,,
gcy-3,,2,0.1,,0.1,2
gcy-4,0.3,0.1,0.1,0.1,0.1,0.1
gcy-5,0.5,0.1,0.7,0.4,0.1,0.1
gcy-6,1,0.1,2,0.3,0.9,0.9
gcy-7,,0.1,0.4,4,0.3,0.6
gcy-8,5,2,0.4,0.3,0.1,1
gcy-9,0.2,1,4,0.9,0.3,3
gcy-11,1,10,4,1,2,2
gcy-12,7,13,9,16,8,5
gcy-13,0.3,0.7,0.7,0.2,0.6,0.6
gcy-14,,0.6,0.1,0.2,0.5,0.4
gcy-15,0.5,0.5,0.3,0.3,1,0.3
gcy-17,0.2,0.1,0.1,0.7,0.1,0.1
gcy-18,0.1,2,2,0.4,0.4,2
gcy-19,1,7,2,1,0.3,1
gcy-20,0.1,0.6,0.5,0.4,1,0.8
gcy-21,3,1,0.1,3,0.7,2
gcy-22,0.5,3,2,2,0.8,3
gcy-23,0.1,1,2,0.6,0.3,4
gcy-25,0.2,0.1,0.6,0.6,0.1,0.1
gcy-27,,1,0.4,,0.4,
gcy-31,0.7,0.4,0.5,5,0.3,0.5
gcy-32,0.3,0.6,0.1,0.5,0.1,3
gcy-33,6,2,2,2,0.3,2
gcy-34,0.3,2,0.4,4,0.1,3
gcy-35,0.2,4,4,0.2,0.6,4
gcy-36,0.4,0.6,0.6,5,2,0.7
gcy-37,0.1,3,3,0.3,1,5
gdi-1,244,294,309,176,253,251
gei-1,18,26,19,8,15,3
gei-3,3,85,15,29,18,14
gei-4,223,287,44,48,33,63
lin-66,160,176,31,48,29,57
gei-6,35,18,9,15,11,31
icl-1,263,103,357,167,90,255
gei-8,37,29,13,14,10,15
acdh-13,12,2,19,13,26,17
snpc-4,27,7,14,22,20,39
meg-3,3,1,3,7,1,4
gei-13,3,80,3,279,15,0.5
gei-14,0.7,2,3,3,3,6
gei-15,93,90,45,22,37,7
gei-17,56,70,33,56,28,61
gei-18,0.6,0.3,0.3,0.3,0.1,0.1
gem-4,36,18,3,4,1,3
ges-1,11,11,27,4,26,11
gex-2,30,9,16,6,12,23
gex-3,34,13,16,11,16,29
gfi-1,7,107,95,33,88,55
gfi-2,142,83,44,49,43,65
gfi-3,17,10,7,4,4,13
nrde-4,24,10,10,15,17,25
gfl-1,66,65,18,18,16,29
ggr-1,0.1,5,1,3,0.2,0.1
ggr-2,0.2,1,0.6,0.1,3,2
ggr-3,5,9,2,0.2,0.3,1
gip-1,22,12,12,9,12,21
C45G3.3,12,4,8,12,9,10
glc-1,0.4,12,18,3,3,20
glc-2,2,29,6,9,8,4
glc-3,0.1,5,0.6,3,4,0.2
glc-4,5,8,7,9,5,0.6
gld-1,16,3,9,18,55,520
gld-2,22,45,25,25,21,46
gld-3,0.8,2,6,8,8,12
glh-1,4,13,36,10,47,43
glh-2,0.6,1,4,3,5,7
glh-3,0.6,2,4,3,3,7
glh-4,0.9,2,4,4,4,4
gln-1,36,28,37,18,23,13
gln-2,,0.3,15,0.2,0.1,580
gln-3,263,125,170,317,123,127
gln-4,0.1,0.4,0.3,164,0.1,0.7
gln-5,4,1,3,4,11,3
gln-6,49,2,11,7,16,11
R07B1.8,0.4,2,0.9,0.5,2,10
glp-1,0.8,4,8,9,10,17
glr-1,13,3,2,1,0.6,2
glr-2,0.8,1,3,3,1,0.2
glr-3,2,0.1,0.2,0.1,0.1,0.3
glr-4,0.4,7,8,4,1,6
glr-5,0.1,5,9,0.4,1,6
glr-6,8,5,4,5,5,0.9
glr-7,0.2,0.1,0.2,0.3,0.4,2
glr-8,6,0.8,0.4,0.2,0.1,1
glt-1,0.1,72,80,48,107,51
glt-3,0.1,15,21,2,3,22
glt-4,0.1,14,5,6,3,2
glt-5,4,12,4,9,4,3
glt-6,7,4,3,0.5,1,2
glt-7,5,4,3,0.9,0.7,3
gly-1,0.2,0.5,0.1,5,0.2,0.4
gly-2,11,2,8,11,4,2
gly-3,45,25,36,31,45,36
gly-4,34,7,18,9,23,13
gly-5,33,21,41,18,54,25
gly-6,123,72,31,34,44,7
gly-7,58,16,39,14,44,50
gly-8,35,4,82,10,126,11
gly-10,28,9,16,16,29,22
gly-11,4,8,4,26,3,3
gly-12,13,10,13,9,8,1
gly-13,2,12,13,19,6,9
gly-14,0.4,0.3,0.7,0.2,0.8,1
gly-15,0.2,0.2,0.2,20,0.1,1
gly-18,2,7,0.9,0.3,0.1,3
gly-19,3,8,3,8,11,0.6
gly-20,36,73,22,29,23,39
gna-1,44,2,15,6,14,2
gna-2,10,1,3,6,4,3
goa-1,330,901,152,110,103,85
gob-1,26,57,32,49,30,15
gon-1,16,9,24,5,13,3
gon-2,28,14,18,32,17,10
gon-4,18,9,8,14,6,24
gop-1,16,9,11,14,13,9
gop-2,41,11,14,33,23,22
gop-3,60,57,60,41,60,37
gpa-1,1,2,4,1,2,5
gpa-2,0.2,4,5,0.1,0.9,7
gpa-3,0.1,2,0.6,0.1,15,6
gpa-4,1,4,4,2,0.2,4
gpa-5,0.7,0.3,0.2,0.3,0.1,0.1
gpa-6,0.4,0.5,0.1,0.2,0.1,2
gpa-7,28,36,19,15,9,2
gpa-8,2,0.2,0.1,0.2,1,2
gpa-9,3,0.5,0.6,19,0.1,17
gpa-10,2,0.3,0.1,0.3,0.3,0.2
gpa-11,0.2,0.8,0.2,1,0.1,0.2
gpa-12,11,31,10,21,9,1
gpa-13,0.2,0.7,0.4,0.1,5,4
gpa-14,5,4,1,0.1,0.1,0.4
gpa-15,16,2,1,3,4,29
gpa-16,15,24,10,14,11,41
gpb-1,401,655,171,123,116,116
gpb-2,109,110,28,34,22,5
gpc-1,32,9,2,0.5,0.6,4
gpc-2,969,63,461,180,171,274
gpd-1,21,6,7,16,9,7
gpd-2,61,454,317,251,384,240
gpd-3,98,433,417,359,420,294
gpd-4,11,5,7,16,6,6
gpn-1,5,0.6,0.2,1,5,1
gpr-1,50,6,3,11,2,6
gpr-2,63,8,4,11,4,7
grd-1,13,3,15,0.1,0.3,3
grd-2,,4,0.1,2,0.2,4
grd-3,111,75,55,0.8,487,5
grd-4,0.2,25,0.2,8,0.1,14
grd-5,5,10,242,126,181,53
grd-6,12,0.7,17,0.5,2,0.4
grd-7,1,0.1,0.1,0.3,0.1,0.3
grd-8,,0.6,0.1,,0.4,
grd-9,,0.2,2,5,0.2,1
grd-10,2,70,67,254,78,7
grd-11,2,0.1,0.3,0.1,4,0.5
grd-12,0.2,0.1,0.6,1,0.1,0.1
grd-13,36,94,61,0.5,8,0.2
grd-14,25,71,53,0.1,5,17
grd-15,1,3,0.1,0.3,0.1,0.2
grd-16,0.1,0.5,0.3,1,5,0.2
grh-1,34,22,31,18,13,2
grk-1,30,62,14,11,11,10
grk-2,6,52,11,13,4,3
grl-1,0.5,1,1,0.6,0.1,34
grl-2,0.2,1,0.2,0.1,0.2,0.5
grl-3,,6,0.2,9,0.3,0.5
grl-4,0.1,29,40,5,63,23
grl-5,0.2,22,85,131,1,0.1
grl-6,0.1,0.6,0.1,4,9,4
grl-7,0.8,281,11,8,91,2
grl-8,3,2,22,0.4,1,8
grl-9,23,0.3,0.3,0.9,0.3,4
grl-10,27,44,7,15,16,2
grl-11,0.8,42,19,1,5,0.1
grl-12,0.9,1,1,0.2,2,6
grl-13,13,0.1,2,1,0.4,0.6
grl-14,5,2,0.8,2,0.8,0.8
grl-15,0.2,58,76,260,2,0.3
grl-16,0.9,0.5,215,0.7,39,10
grl-17,0.3,51,0.2,0.7,0.1,0.1
grl-18,0.2,0.4,0.9,7,0.2,0.2
grl-20,0.1,0.6,0.2,0.6,1,2
grl-21,13,50,35,0.1,1,0.1
grl-22,2,7,1,0.2,0.2,0.1
grl-23,0.3,2,0.1,0.5,0.1,0.3
grl-24,0.6,2,1,2,1,0.1
grl-25,11,0.2,14,0.5,0.5,2
grl-26,2,0.3,0.2,4,1,0.3
grl-27,0.4,51,1,4,0.3,0.2
grl-28,,0.4,0.2,,0.1,
grl-30,,0.2,2,,,
gro-1,15,8,8,16,8,6
grp-1,61,21,14,22,17,44
gars-1,30,25,82,31,87,83
gsa-1,39,126,41,30,23,12
gsk-3,187,306,50,62,50,48
gsp-1,261,221,118,109,113,87
gsp-2,379,577,127,392,121,200
gst-1,141,88,255,537,278,285
gst-2,0.2,10,1,4,7,0.3
gst-3,8,37,2,0.1,0.4,9
gst-4,38,20,90,60,23,37
gst-5,15,43,53,48,63,20
gst-6,3,65,16,1,37,8
gst-7,134,100,137,43,102,150
gst-8,0.2,0.4,0.1,0.6,0.7,0.3
gst-9,0.1,2,4,2,0.1,0.1
gst-10,11,93,174,90,136,52
gst-11,3,8,3,0.1,0.3,0.7
gst-12,12,148,3,15,3,0.9
gst-13,85,23,75,21,89,15
gst-14,0.7,0.6,0.2,0.4,0.3,0.1
gst-15,0.7,4,43,3,1,67
gst-16,18,2,25,14,1,15
gst-17,,0.2,0.2,0.2,0.4,0.1
gst-18,,0.1,0.1,,,
gst-19,5,0.5,2,2,18,13
gst-20,152,101,28,257,49,15
gst-21,2,3,2,0.3,0.4,0.8
gst-22,3,0.1,11,0.2,3,2
gst-23,0.2,2,0.4,0.3,2,0.4
gst-24,0.7,9,2,1,7,0.6
gst-25,2,3,0.2,0.7,0.5,2
gst-26,0.3,78,7,6,48,2
gst-27,0.7,18,166,3,114,41
gst-28,15,28,53,0.8,22,18
gst-29,3,1,1,1,0.1,0.1
gst-30,3,2,0.1,5,0.3,0.7
gst-31,0.4,1,3,3,1,2
gst-32,0.5,0.6,0.3,0.3,0.3,2
gst-33,0.5,2,2,1,1,0.6
gst-34,,0.1,14,0.1,7,3
gst-35,44,41,1,3,0.6,42
gst-36,5,69,102,28,100,24
gst-37,,5,,,,
gst-38,0.2,4,12,7,1,0.7
gst-39,5,8,11,11,23,7
gst-40,1,12,5,8,2,0.4
gst-41,1,3,96,0.4,0.9,71
gst-42,91,49,93,22,77,18
gst-43,14,13,16,17,10,14
gst-44,0.1,0.5,1,1,0.3,0.1
gsy-1,3,61,64,30,58,82
gta-1,185,80,263,147,338,110
gtl-1,0.2,14,8,3,2,15
gtl-2,1,18,1,0.1,0.5,0.7
lite-1,2,7,25,0.4,2,42
gur-3,1,0.1,0.7,0.2,2,0.3
gur-4,0.3,0.3,3,2,0.2,0.1
gur-5,27,0.9,0.2,11,0.1,0.6
gut-2,102,19,58,29,39,102
haf-1,5,2,3,5,3,2
haf-2,11,12,14,17,21,42
haf-3,27,9,19,16,24,24
haf-4,8,16,49,4,69,10
hmt-1,8,6,15,8,19,22
haf-6,9,2,13,5,18,11
haf-7,8,7,7,7,6,2
haf-9,16,44,101,1,100,7
ham-1,78,13,8,4,6,9
ham-2,23,7,9,108,0.7,17
hap-1,58,8,19,26,26,12
hbl-1,817,48,24,11,7,2
hcf-1,76,26,25,25,25,72
hch-1,125,0.5,2,624,43,43
hcp-1,11,14,6,37,10,8
hcp-2,7,9,7,14,7,11
hcp-3,32,2,12,15,13,86
hcp-4,25,2,10,14,15,68
hcp-6,7,9,3,27,3,5
hda-1,203,100,45,43,47,121
hda-2,27,12,6,15,8,13
hda-3,45,18,11,11,11,26
hda-4,37,313,15,34,11,10
hda-10,5,4,5,3,6,20
hdl-1,,0.1,2,,,
hel-1,450,99,237,153,211,357
hen-1,0.4,1,0.6,1,8,0.5
her-1,11,2,0.6,134,1,25
hgo-1,104,487,91,34,88,41
hid-1,52,22,12,10,12,7
hif-1,162,542,135,126,89,72
hil-1,7,1333,7,887,2,10
hil-2,615,40,61,14,35,143
hil-3,385,149,34,90,8,45
hil-4,18,1,14,18,37,296
hil-5,25,17,33,31,34,28
hil-6,8,0.1,4,0.2,0.8,8
hil-7,214,20,2,1425,1,0.8
