"","WBID","Phi_WholeGenome","elongating.embryo.Ce","L1.larva.Ce","dauer.larva.Ce","adult.Ce","L2L3_larva","PHI_Adult","PHI_Dauer","PHI_Emb","PHI_L1","PHI_L2L3"
"298","WBGene00000254",0.678301632,19120,27937,21375,10975,21838,NA,NA,NA,NA,NA
"299","WBGene00000254",0.714825511,19120,27937,21375,10975,21838,NA,NA,NA,NA,NA
"300","WBGene00000255",0.558392406,12,22,49,30,298,NA,NA,NA,NA,NA
"301","WBGene00000256",1.662124395,0,21,25,1124,13532,NA,NA,NA,NA,0.870971203
"302","WBGene00000257",1.257476807,6911,3359,2856,4739,3253,NA,NA,NA,NA,NA
"303","WBGene00000257",1.259210467,6911,3359,2856,4739,3253,NA,NA,NA,NA,NA
"304","WBGene00000259",0.557076216,2113,7994,4485,1422,2838,NA,NA,NA,NA,NA
"305","WBGene00000259",0.650216281,2113,7994,4485,1422,2838,NA,NA,NA,NA,NA
"306","WBGene00000259",0.642353058,2113,7994,4485,1422,2838,NA,NA,NA,NA,NA
"307","WBGene00000262",1.67076385,4270,2230,601,296,581,NA,NA,NA,NA,NA
"308","WBGene00000263",2.449463606,13479,32951,11577,8164,27882,NA,NA,NA,NA,NA
"309","WBGene00000264",0.550299525,1380,831,1408,1252,922,NA,NA,NA,NA,NA
"310","WBGene00000264",0.654907763,1380,831,1408,1252,922,NA,NA,NA,NA,NA
"311","WBGene00000265",0.755901992,2455,941,1302,1366,1276,NA,NA,NA,NA,NA
"312","WBGene00000266",1.1276896,14089,3713,2831,472,7223,NA,NA,NA,NA,NA
"313","WBGene00000267",0.58535862,1190,1417,1075,57,411,NA,NA,NA,NA,NA
"314","WBGene00000267",0.594464481,1190,1417,1075,57,411,NA,NA,NA,NA,NA
"315","WBGene00000267",0.584808409,1190,1417,1075,57,411,NA,NA,NA,NA,NA
"316","WBGene00000268",1.113048553,3973,37553,9056,2912,8098,NA,NA,NA,0.969073236,NA
"317","WBGene00000269",1.098104954,1010,2555,1072,735,1427,NA,NA,NA,NA,NA
"318","WBGene00000270",0.726398885,1157,923,1068,347,680,NA,NA,NA,NA,NA
"319","WBGene00000270",0.794842184,1157,923,1068,347,680,NA,NA,NA,NA,NA
"320","WBGene00000272",0.979245126,4621,124,394,1,343,NA,NA,NA,NA,NA
"321","WBGene00000273",1.738512754,5096,468855,348158,21948,40631,NA,NA,NA,1.713673711,NA
"322","WBGene00000273",1.603090167,5096,468855,348158,21948,40631,NA,NA,NA,1.713673711,NA
"323","WBGene00000273",1.577714324,5096,468855,348158,21948,40631,NA,NA,NA,1.713673711,NA
"324","WBGene00000273",1.614945173,5096,468855,348158,21948,40631,NA,NA,NA,1.713673711,NA
"325","WBGene00000273",1.441531777,5096,468855,348158,21948,40631,NA,NA,NA,1.713673711,NA
"326","WBGene00000274",1.128557324,2639,3356,3611,3578,3864,NA,NA,NA,NA,NA
"327","WBGene00000275",1.107850432,10135,3935,3885,8228,5674,NA,NA,NA,NA,NA
"328","WBGene00000276",1.140259027,12501,81186,55921,3039,11090,NA,NA,NA,NA,NA
"329","WBGene00000277",1.770237446,10094,460434,96231,3488,29502,NA,NA,NA,1.704867721,NA
"330","WBGene00000279",0.61973089,809,1517,895,68,415,NA,NA,NA,NA,NA
"331","WBGene00000280",0.362519592,491,1278,1121,25,425,NA,NA,NA,NA,NA
"332","WBGene00000281",1.931998014,56,15964,7561,1269,8366,NA,NA,NA,NA,NA
"333","WBGene00000282",1.630502343,2521,42231,9602,3976,14003,NA,NA,NA,1.869939446,NA
"334","WBGene00000282",1.801338434,2521,42231,9602,3976,14003,NA,NA,NA,1.869939446,NA
"335","WBGene00000283",1.14837122,1789,4959,1018,872,2972,NA,NA,NA,NA,NA
"336","WBGene00000284",1.452791929,556,19315,3972,93,1295,NA,NA,NA,1.257580042,NA
"337","WBGene00000285",0.717903674,423,2770,2724,76,1131,NA,NA,NA,NA,NA
"338","WBGene00000285",0.74874413,423,2770,2724,76,1131,NA,NA,NA,NA,NA
"339","WBGene00000286",0.92738235,507,13608,6721,56,992,NA,NA,NA,0.737232149,NA
"340","WBGene00000287",1.106882572,303,1175,697,22,407,NA,NA,NA,NA,NA
"341","WBGene00000287",1.196321845,303,1175,697,22,407,NA,NA,NA,NA,NA
"342","WBGene00000288",1.060607076,38,9645,3775,47,1308,NA,NA,NA,0.757023871,NA
"343","WBGene00000288",0.997528136,38,9645,3775,47,1308,NA,NA,NA,0.757023871,NA
"344","WBGene00000288",0.955312133,38,9645,3775,47,1308,NA,NA,NA,0.757023871,NA
"345","WBGene00000289",0.851470828,44782,39291,5903,5887,7245,NA,NA,NA,NA,NA
"346","WBGene00000293",1.697124004,16768,39056,13884,5577,9386,NA,NA,NA,NA,NA
"347","WBGene00000294",1.241394877,14984,50473,11994,3906,11647,NA,NA,NA,1.954598308,NA
"348","WBGene00000294",1.820592523,14984,50473,11994,3906,11647,NA,NA,NA,1.954598308,NA
"349","WBGene00000295",1.120436311,367,8342,729,53,559,NA,NA,NA,0.932352543,NA
"350","WBGene00000295",1.079733253,367,8342,729,53,559,NA,NA,NA,0.932352543,NA
"351","WBGene00000296",1.229073763,14,1497,755,29,203,NA,NA,NA,NA,NA
"352","WBGene00000296",1.240336061,14,1497,755,29,203,NA,NA,NA,NA,NA
"353","WBGene00000298",1.22891748,1377,7489,1390,1195,3427,NA,NA,NA,1.295726895,NA
"354","WBGene00000301",1.87696445,122158,2488,59,5023,556,NA,NA,2.018213034,NA,NA
"355","WBGene00000301",1.845639229,122158,2488,59,5023,556,NA,NA,2.018213034,NA,NA
"356","WBGene00000302",0.774303019,3242,3991,1439,90,1085,NA,NA,NA,NA,NA
"357","WBGene00000366",0.799430907,74158,150055,30351,18775,27839,NA,NA,NA,NA,NA
"358","WBGene00000367",0.690517366,3817,24196,5933,347,3737,NA,NA,NA,0.378635615,NA
"359","WBGene00000367",0.699815333,3817,24196,5933,347,3737,NA,NA,NA,0.378635615,NA
"360","WBGene00000367",0.69709605,3817,24196,5933,347,3737,NA,NA,NA,0.378635615,NA
"361","WBGene00000367",0.687195659,3817,24196,5933,347,3737,NA,NA,NA,0.378635615,NA
"362","WBGene00000367",0.697256565,3817,24196,5933,347,3737,NA,NA,NA,0.378635615,NA
"363","WBGene00000368",0.878060639,5188,25011,3777,376,4403,NA,NA,NA,0.563022017,NA
"364","WBGene00000369",1.240007281,10975,15503,4955,5147,6798,NA,NA,NA,NA,NA
"365","WBGene00000370",1.694883227,997,120945,33787,2536,9052,NA,NA,NA,1.826362014,NA
"366","WBGene00000371",2.347249508,19385,24129,19984,8496,28297,NA,NA,NA,NA,NA
"367","WBGene00000372",0.582612097,164,321,110,2,29,NA,NA,NA,NA,NA
"368","WBGene00000373",0.694002271,403,3538,5326,502,980,NA,NA,NA,NA,NA
"369","WBGene00000375",0.559652448,1312,1313,1744,860,1234,NA,NA,NA,NA,NA
"370","WBGene00000376",0.819383383,41472,57344,18311,19007,16413,NA,NA,NA,NA,NA
"371","WBGene00000376",1.006135702,41472,57344,18311,19007,16413,NA,NA,NA,NA,NA
"372","WBGene00000376",0.96831882,41472,57344,18311,19007,16413,NA,NA,NA,NA,NA
"373","WBGene00000376",0.987783194,41472,57344,18311,19007,16413,NA,NA,NA,NA,NA
"374","WBGene00000377",1.502713561,11904,45872,27376,18513,33765,NA,NA,NA,NA,NA
"375","WBGene00000378",1.48326087,8771,38967,27331,15110,32391,NA,NA,NA,NA,NA
"376","WBGene00000379",1.378828764,11696,66133,87461,16267,35569,NA,NA,NA,NA,NA
"377","WBGene00000380",1.646632195,20501,146933,84987,30560,61830,NA,NA,NA,NA,NA
"378","WBGene00000380",1.369174361,20501,146933,84987,30560,61830,NA,NA,NA,NA,NA
"379","WBGene00000381",1.709864259,8596,39430,26417,17893,35452,NA,NA,NA,NA,NA
"380","WBGene00000381",1.740296245,8596,39430,26417,17893,35452,NA,NA,NA,NA,NA
"381","WBGene00000382",0.819244027,3264,2342,3575,1742,1933,NA,NA,NA,NA,NA
"382","WBGene00000383",0.661223114,29010,113882,13055,6814,7427,NA,NA,NA,0.478667945,NA
"383","WBGene00000383",0.647638023,29010,113882,13055,6814,7427,NA,NA,NA,0.478667945,NA
"384","WBGene00000383",0.78868103,29010,113882,13055,6814,7427,NA,NA,NA,0.478667945,NA
"385","WBGene00000383",0.68402499,29010,113882,13055,6814,7427,NA,NA,NA,0.478667945,NA
"386","WBGene00000386",0.895857155,3819,4872,4582,8598,2994,NA,NA,NA,NA,NA
"387","WBGene00000387",1.589543223,28794,3459,905,2581,1769,NA,NA,1.487502098,NA,NA
"388","WBGene00000387",1.687912941,28794,3459,905,2581,1769,NA,NA,1.487502098,NA,NA
"389","WBGene00000387",1.605804563,28794,3459,905,2581,1769,NA,NA,1.487502098,NA,NA
"390","WBGene00000388",0.997728229,479,24,10,954,12,NA,NA,NA,NA,NA
"391","WBGene00000389",0.741261721,77,9,11,137,92,NA,NA,NA,NA,NA
"392","WBGene00000391",1.204842329,3011,9440,550,162,2035,NA,NA,NA,1.090488672,NA
"393","WBGene00000392",1.07805717,1181,2131,1317,1226,2146,NA,NA,NA,NA,NA
"394","WBGene00000393",1.026437759,4623,12298,2708,1021,3378,NA,NA,NA,0.826802015,NA
"395","WBGene00000393",1.02976656,4623,12298,2708,1021,3378,NA,NA,NA,0.826802015,NA
"396","WBGene00000395",0.640711427,38525,3177,841,419,5294,NA,NA,0.381378204,NA,NA
"397","WBGene00000397",0.576573193,18763,1226,700,107,7541,NA,NA,0.350017309,NA,NA
"398","WBGene00000397",0.573567212,18763,1226,700,107,7541,NA,NA,0.350017309,NA,NA
"399","WBGene00000397",0.580508888,18763,1226,700,107,7541,NA,NA,0.350017309,NA,NA
"400","WBGene00000397",0.578099728,18763,1226,700,107,7541,NA,NA,0.350017309,NA,NA
"401","WBGene00000399",1.160728574,19,82,335,30,16942,NA,NA,NA,NA,0.263783425
"402","WBGene00000401",1.120610356,7238,5008,112,30,1230,NA,NA,0.912541091,NA,NA
"403","WBGene00000402",1.152715802,142,163,597,48,20304,NA,NA,NA,NA,0.287636131
"404","WBGene00000403",1.422851801,16456,400919,60422,2476,21619,NA,NA,NA,1.440643191,NA
"405","WBGene00000403",1.331298113,16456,400919,60422,2476,21619,NA,NA,NA,1.440643191,NA
"406","WBGene00000403",1.348574519,16456,400919,60422,2476,21619,NA,NA,NA,1.440643191,NA
"407","WBGene00000405",1.477606297,9445,3504,3074,7020,4076,NA,NA,NA,NA,NA
"408","WBGene00000406",0.859996319,2820,1917,130,498,560,NA,NA,NA,NA,NA
"409","WBGene00000407",0.817148447,3411,11202,3638,1361,2148,NA,NA,NA,0.567336202,NA
"410","WBGene00000408",0.920408428,3986,4128,3540,1398,1798,NA,NA,NA,NA,NA
"411","WBGene00000409",0.441649109,6061,4682,3760,3264,2817,NA,NA,NA,NA,NA
"412","WBGene00000410",0.853953302,3675,4213,3459,1253,2834,NA,NA,NA,NA,NA
"413","WBGene00000411",1.384703875,19880,14065,4704,9381,6445,NA,NA,NA,NA,NA
"414","WBGene00000412",1.207867384,105,338,82,27,455,NA,NA,NA,NA,NA
"415","WBGene00000413",0.999472976,5416,2177,1768,2908,2016,NA,NA,NA,NA,NA
"416","WBGene00000414",0.93995899,26571,31068,5210,572,3793,NA,NA,NA,NA,NA
"417","WBGene00000415",0.678929269,9231,64430,10889,6543,7671,NA,NA,NA,0.453621,NA
"418","WBGene00000416",1.373635411,1592,3953,1729,1384,987,NA,NA,NA,NA,NA
"419","WBGene00000416",1.463782072,1592,3953,1729,1384,987,NA,NA,NA,NA,NA
"420","WBGene00000416",1.48538661,1592,3953,1729,1384,987,NA,NA,NA,NA,NA
"421","WBGene00000417",1.23042202,5597,2481,2193,9487,2039,NA,NA,NA,NA,NA
"422","WBGene00000417",1.190610647,5597,2481,2193,9487,2039,NA,NA,NA,NA,NA
"423","WBGene00000418",0.82389307,5362,4270,1879,1452,1527,NA,NA,NA,NA,NA
"424","WBGene00000419",0.55995816,8282,10865,5488,4777,6598,NA,NA,NA,NA,NA
"425","WBGene00000420",0.980703115,4352,10023,1928,1634,2017,NA,NA,NA,0.745357096,NA
"426","WBGene00000421",0.630910695,13837,20459,23682,7738,14162,NA,NA,NA,NA,NA
"427","WBGene00000421",0.630067229,13837,20459,23682,7738,14162,NA,NA,NA,NA,NA
"428","WBGene00000422",0.617714763,2043,81,72,200,149,NA,NA,NA,NA,NA
"429","WBGene00000424",1.317152262,6087,16136,2009,1542,3910,NA,NA,NA,0.892018199,NA
"430","WBGene00000425",0.573576152,8164,2316,2329,371,2072,NA,NA,0.308911026,NA,NA
"431","WBGene00000426",0.411555767,4872,7104,4506,2319,2637,NA,NA,NA,NA,NA
"432","WBGene00000427",0.816356719,19,4,0,0,1,NA,NA,NA,NA,NA
"433","WBGene00000429",0.620844305,1102,261,44,2,61,NA,NA,NA,NA,NA
"434","WBGene00000430",0.833606124,2721,28,25,13,21,NA,NA,NA,NA,NA
"435","WBGene00000431",0.677610278,3510,5383,882,15,689,NA,NA,NA,0.463675916,NA
"436","WBGene00000432",0.58963114,8,5,16,1,2,NA,NA,NA,NA,NA
"437","WBGene00000433",0.668073118,2387,2563,299,5,143,NA,NA,NA,NA,NA
"438","WBGene00000436",0.540084898,12,9,92,3,37,NA,NA,NA,NA,NA
"439","WBGene00000438",1.088589191,1104,16519,672,56,485,NA,NA,NA,0.859403491,NA
"440","WBGene00000439",0.790231884,2613,2606,790,21,195,NA,NA,NA,NA,NA
"441","WBGene00000440",0.631853163,1293,332,183,2,130,NA,NA,NA,NA,NA
"442","WBGene00000441",0.75586468,374,25291,5491,362,4592,NA,NA,NA,0.433419347,NA
"443","WBGene00000441",0.789937973,374,25291,5491,362,4592,NA,NA,NA,0.433419347,NA
"444","WBGene00000441",0.784065425,374,25291,5491,362,4592,NA,NA,NA,0.433419347,NA
"445","WBGene00000442",0.655304909,462,401,408,29,153,NA,NA,NA,NA,NA
"446","WBGene00000443",0.630119264,33153,27807,5089,370,4715,NA,NA,NA,NA,NA
"447","WBGene00000445",0.687367141,4863,3361,474,14,372,NA,NA,NA,NA,NA
"448","WBGene00000447",0.649212897,1048,1048,333,6,164,NA,NA,NA,NA,NA
"449","WBGene00000448",0.858930647,17600,19571,2495,50,1781,NA,NA,NA,NA,NA
"450","WBGene00000449",0.902620971,7071,5053,1023,24,456,NA,NA,0.661901832,NA,NA
"451","WBGene00000449",0.827034354,7071,5053,1023,24,456,NA,NA,0.661901832,NA,NA
"452","WBGene00000450",0.567266285,44,35,4,0,7,NA,NA,NA,NA,NA
"453","WBGene00000451",1.017828107,2168,258,84,19,121,NA,NA,NA,NA,NA
"454","WBGene00000452",0.79246521,1900,2608,467,3,243,NA,NA,NA,NA,NA
"455","WBGene00000453",1.005950928,21427,21923,2890,1479,2032,NA,NA,NA,NA,NA
"456","WBGene00000454",0.624110639,88,2561,381,3,98,NA,NA,NA,NA,NA
"457","WBGene00000455",0.803590357,8992,14126,1097,48,764,NA,NA,NA,0.538138449,NA
"458","WBGene00000457",1.070347548,1037,3915,147,23,55,NA,NA,NA,NA,NA
"459","WBGene00000458",1.11569953,7959,15722,1633,361,1582,NA,NA,NA,0.936635911,NA
"460","WBGene00000458",1.169682384,7959,15722,1633,361,1582,NA,NA,NA,0.936635911,NA
"461","WBGene00000458",1.133520365,7959,15722,1633,361,1582,NA,NA,NA,0.936635911,NA
"462","WBGene00000459",0.654088259,17186,42887,8958,6125,7720,NA,NA,NA,0.440595299,NA
"463","WBGene00000460",1.454555154,1348,7737,404,1951,444,NA,NA,NA,1.324224234,NA
"464","WBGene00000461",1.07131958,832,694,83,342,62,NA,NA,NA,NA,NA
"465","WBGene00000462",0.96004051,1221,1009,526,357,500,NA,NA,NA,NA,NA
"466","WBGene00000463",0.788350165,13474,4600,1112,670,846,NA,NA,0.522135735,NA,NA
"467","WBGene00000464",1.191666603,18633,19398,6179,3064,5089,NA,NA,NA,NA,NA
"468","WBGene00000464",0.981683314,18633,19398,6179,3064,5089,NA,NA,NA,NA,NA
"469","WBGene00000465",1.683017612,1252,1988,1291,131827,1786,1.032952785,NA,NA,NA,NA
"470","WBGene00000466",0.795860231,7718,5373,5006,1716,3127,NA,NA,NA,NA,NA
"471","WBGene00000467",0.860941887,817,1643,3323,2006,1630,NA,NA,NA,NA,NA
"472","WBGene00000469",0.924307346,40677,540,130,34,35,NA,NA,0.751372874,NA,NA
"473","WBGene00000472",2.086087465,146722,421585,44891,17805,49306,NA,NA,NA,2.223408937,NA
"474","WBGene00000473",2.088963509,2002,619,3504,47233,4297,0.985371113,NA,NA,NA,NA
"475","WBGene00000474",1.750235558,1248,284,3286,15703,2722,0.762327731,NA,NA,NA,NA
"476","WBGene00000475",2.314577818,20839,83607,20790,34163,36296,NA,NA,NA,NA,NA
"477","WBGene00000476",0.343158573,4248,7110,838,18,749,NA,NA,NA,0.172436327,NA
"478","WBGene00000477",0.753365517,56,1822,805,66,1009,NA,NA,NA,NA,NA
"479","WBGene00000478",1.383575082,15042,13780,1320,427,1081,NA,NA,NA,NA,NA
"480","WBGene00000479",1.984815836,15519,113106,15463,99913,29809,NA,NA,NA,NA,NA
"481","WBGene00000480",1.366942048,6725,33332,6051,5617,4679,NA,NA,NA,1.201734424,NA
"482","WBGene00000480",1.465722322,6725,33332,6051,5617,4679,NA,NA,NA,1.201734424,NA
"483","WBGene00000480",1.247237921,6725,33332,6051,5617,4679,NA,NA,NA,1.201734424,NA
"484","WBGene00000481",1.237745762,23,5433,1153,40,539,NA,NA,NA,0.872553945,NA
"485","WBGene00000482",1.235253572,32575,27459,8520,4362,11979,NA,NA,NA,NA,NA
"486","WBGene00000483",0.48838985,324,71,30,3,12,NA,NA,NA,NA,NA
"487","WBGene00000484",0.774134278,1768,2683,540,5,196,NA,NA,NA,NA,NA
"488","WBGene00000485",0.467229187,4498,6826,4056,67,1301,NA,NA,NA,NA,NA
"489","WBGene00000487",0.826161742,45,374,1065,3,29,NA,NA,NA,NA,NA
"490","WBGene00000490",0.391528994,2244,2182,1755,15,452,NA,NA,NA,NA,NA
"491","WBGene00000491",0.520129323,2034,4631,1783,32,782,NA,NA,NA,NA,NA
"492","WBGene00000491",0.544684231,2034,4631,1783,32,782,NA,NA,NA,NA,NA
"493","WBGene00000491",0.537268043,2034,4631,1783,32,782,NA,NA,NA,NA,NA
"494","WBGene00000491",0.489894688,2034,4631,1783,32,782,NA,NA,NA,NA,NA
"495","WBGene00000492",0.720594466,2130,1358,445,14,201,NA,NA,NA,NA,NA
"496","WBGene00000493",0.39166823,5569,852,171,61,2357,NA,NA,0.153805837,NA,NA
"497","WBGene00000496",1.003976822,503,616,1000,26386,1459,0.322099358,NA,NA,NA,NA
"498","WBGene00000497",0.921974421,4990,1027,1005,279,4124,NA,NA,NA,NA,NA
"499","WBGene00000497",0.952398896,4990,1027,1005,279,4124,NA,NA,NA,NA,NA
"500","WBGene00000497",0.939071774,4990,1027,1005,279,4124,NA,NA,NA,NA,NA
"501","WBGene00000498",1.878519297,1243,2012,1688,3901,1597,NA,NA,NA,NA,NA
"502","WBGene00000499",1.243290305,84,629,533,486,414,NA,NA,NA,NA,NA
"503","WBGene00000500",0.954030395,5054,2938,3167,1276,1683,NA,NA,NA,NA,NA
"504","WBGene00000501",0.968852341,24,8828,2681,73,946,NA,NA,NA,0.680321395,NA
"505","WBGene00000502",0.861241519,2685,3261,3958,1328,3730,NA,NA,NA,NA,NA
"506","WBGene00000506",0.705221057,2243,2000,1394,463,916,NA,NA,NA,NA,NA
"507","WBGene00000507",0.574796438,4567,10148,3277,1375,2859,NA,NA,NA,NA,NA
"508","WBGene00000508",0.823677421,10719,33091,8633,3019,6627,NA,NA,NA,0.492264837,NA
"509","WBGene00000509",0.724430203,2774,15613,4909,1209,2105,NA,NA,NA,0.488875479,NA
"510","WBGene00000509",0.747554541,2774,15613,4909,1209,2105,NA,NA,NA,0.488875479,NA
"511","WBGene00000509",0.755608916,2774,15613,4909,1209,2105,NA,NA,NA,0.488875479,NA
"512","WBGene00000510",1.149426341,1274,8363,2431,162,1591,NA,NA,NA,1.040750027,NA
"513","WBGene00000511",0.595320761,677,678,706,58,839,NA,NA,NA,NA,NA
"514","WBGene00000512",0.9168787,826,619,345,199,1808,NA,NA,NA,NA,NA
"515","WBGene00000514",1.32241261,2248,1297,429,222,1577,NA,NA,NA,NA,NA
"516","WBGene00000515",0.799065769,1059,1971,1131,342,3002,NA,NA,NA,NA,NA
"517","WBGene00000515",0.819206178,1059,1971,1131,342,3002,NA,NA,NA,NA,NA
"518","WBGene00000516",1.745782852,27032,2956,697,108,1146,NA,NA,1.780158758,NA,NA
"519","WBGene00000517",1.159771323,3799,8089,2554,1469,1601,NA,NA,NA,NA,NA
"520","WBGene00000517",1.355766416,3799,8089,2554,1469,1601,NA,NA,NA,NA,NA
"521","WBGene00000517",1.360198975,3799,8089,2554,1469,1601,NA,NA,NA,NA,NA
"522","WBGene00000518",0.676860332,1321,19152,1866,116,1468,NA,NA,NA,0.322835058,NA
"523","WBGene00000518",0.707668483,1321,19152,1866,116,1468,NA,NA,NA,0.322835058,NA
"524","WBGene00000519",1.128700137,1200,3896,2041,1654,1820,NA,NA,NA,NA,NA
"525","WBGene00000520",0.690531075,1193,1799,3374,1426,1688,NA,NA,NA,NA,NA
"526","WBGene00000521",0.478652835,3342,227,12,1,2603,NA,NA,NA,NA,NA
"527","WBGene00000522",0.98642683,118,3863,460,280,1580,NA,NA,NA,NA,NA
"528","WBGene00000523",0.807631016,5843,1931,503,104,1172,NA,NA,0.615786552,NA,NA
"529","WBGene00000524",1.208843231,580,2624,463,177,803,NA,NA,NA,NA,NA
"530","WBGene00000524",1.215629339,580,2624,463,177,803,NA,NA,NA,NA,NA
"531","WBGene00000525",1.066919565,6,217,7,16,9,NA,NA,NA,NA,NA
"532","WBGene00000526",0.818692207,10287,3133,840,85,1296,NA,NA,0.598375082,NA,NA
"533","WBGene00000527",0.482146233,7218,25461,2830,2694,5326,NA,NA,NA,0.237853423,NA
"534","WBGene00000527",0.399989784,7218,25461,2830,2694,5326,NA,NA,NA,0.237853423,NA
"535","WBGene00000527",0.413641691,7218,25461,2830,2694,5326,NA,NA,NA,0.237853423,NA
"536","WBGene00000528",1.536960959,1672,31084,19691,3244,5643,NA,NA,NA,1.466043949,NA
"537","WBGene00000529",0.945775807,45,16280,5006,108,1263,NA,NA,NA,0.668529451,NA
"538","WBGene00000529",0.971689522,45,16280,5006,108,1263,NA,NA,NA,0.668529451,NA
"539","WBGene00000529",0.938400269,45,16280,5006,108,1263,NA,NA,NA,0.668529451,NA
"540","WBGene00000530",0.519405603,205,4588,11794,1265,1399,NA,0.241166919,NA,NA,NA
"541","WBGene00000530",0.528033078,205,4588,11794,1265,1399,NA,0.241166919,NA,NA,NA
"542","WBGene00000530",0.515533984,205,4588,11794,1265,1399,NA,0.241166919,NA,NA,NA
"543","WBGene00000530",0.538580537,205,4588,11794,1265,1399,NA,0.241166919,NA,NA,NA
"544","WBGene00000530",0.507383764,205,4588,11794,1265,1399,NA,0.241166919,NA,NA,NA
"545","WBGene00000530",0.524909377,205,4588,11794,1265,1399,NA,0.241166919,NA,NA,NA
"546","WBGene00000530",0.536202133,205,4588,11794,1265,1399,NA,0.241166919,NA,NA,NA
"547","WBGene00000530",0.549955785,205,4588,11794,1265,1399,NA,0.241166919,NA,NA,NA
"548","WBGene00000531",0.652823269,4,4714,285,47,675,NA,NA,NA,NA,NA
"549","WBGene00000532",0.761825919,9880,14890,5146,4049,6671,NA,NA,NA,NA,NA
"550","WBGene00000533",0.626628399,2061,3380,1786,1310,1768,NA,NA,NA,NA,NA
"551","WBGene00000534",2.246145487,27886,24308,27754,6208,11474,NA,NA,NA,NA,NA
"552","WBGene00000535",0.958557129,135,3583,7248,2237,1936,NA,NA,NA,NA,NA
"553","WBGene00000536",0.749903202,2402,4452,3381,562,1730,NA,NA,NA,NA,NA
"554","WBGene00000537",0.761158466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","WBGene00000539",0.554199755,340,103,55,129,1003,NA,NA,NA,NA,NA
"556","WBGene00000539",0.550918341,340,103,55,129,1003,NA,NA,NA,NA,NA
"557","WBGene00000540",0.678647518,1287,2267,1436,363,867,NA,NA,NA,NA,NA
"558","WBGene00000541",0.653544903,401,1653,1218,150,1775,NA,NA,NA,NA,NA
"559","WBGene00000542",1.205815434,4222,75301,41017,8272,20339,NA,NA,NA,1.103088379,NA
"560","WBGene00000543",0.58892411,3980,2500,3358,1278,2895,NA,NA,NA,NA,NA
"561","WBGene00000544",1.168920159,21,186,152,140,94,NA,NA,NA,NA,NA
"562","WBGene00000545",1.171690583,1636,21603,8821,1018,3103,NA,NA,NA,0.991631091,NA
"563","WBGene00000545",1.217223048,1636,21603,8821,1018,3103,NA,NA,NA,0.991631091,NA
"564","WBGene00000546",1.344152093,7,36,119,247,141,NA,NA,NA,NA,NA
"565","WBGene00000547",1.200847864,4624,7582,4925,3210,6121,NA,NA,NA,NA,NA
"566","WBGene00000547",1.374867797,4624,7582,4925,3210,6121,NA,NA,NA,NA,NA
"567","WBGene00000548",0.610193729,34515,49404,14707,6473,10448,NA,NA,NA,NA,NA
"568","WBGene00000549",1.417114973,9677,20399,8835,7746,13443,NA,NA,NA,NA,NA
"569","WBGene00000549",1.414239764,9677,20399,8835,7746,13443,NA,NA,NA,NA,NA
"570","WBGene00000550",1.211594105,23691,35099,14199,12005,32317,NA,NA,NA,NA,NA
"571","WBGene00000551",0.632820964,0,544,334,0,3,NA,NA,NA,NA,NA
"572","WBGene00000552",2.431562901,48689,376200,40310,10057,48756,NA,NA,NA,2.565354109,NA
"573","WBGene00000552",2.456745625,48689,376200,40310,10057,48756,NA,NA,NA,2.565354109,NA
"574","WBGene00000553",1.09147203,2888,17843,2256,80,2135,NA,NA,NA,0.749151826,NA
"575","WBGene00000554",1.651388526,11303,39550,5465,633,4831,NA,NA,NA,1.440333486,NA
"576","WBGene00000554",1.495287538,11303,39550,5465,633,4831,NA,NA,NA,1.440333486,NA
"577","WBGene00000555",1.161441326,0,2,96,0,4,NA,NA,NA,NA,NA
"578","WBGene00000556",1.739584804,2,117,14,43,137,NA,NA,NA,NA,NA
"579","WBGene00000556",1.755821109,2,117,14,43,137,NA,NA,NA,NA,NA
"580","WBGene00000557",1.133694887,796,1632,89,164,2531,NA,NA,NA,NA,NA
"581","WBGene00000558",1.540523291,3,1689,42,185,498,NA,NA,NA,NA,NA
"582","WBGene00000559",0.907134175,0,4,313,0,1,NA,NA,NA,NA,NA
"583","WBGene00000560",1.027400494,0,745,4507,18,42,NA,NA,NA,NA,NA
"584","WBGene00000561",0.684417248,7389,306,346,23,501,NA,NA,0.532162189,NA,NA
"585","WBGene00000562",0.737543225,567,582,200,60,183,NA,NA,NA,NA,NA
